scenario_id,condition,condition_label,rank,query,expanded_queries,remaining_kcal,name,category,distance,kcal,protein,sodium,sugar,carb,allergen_violation,calorie_violation,constraint_fit,source,doc
S03_nuts_snack,C3,Calorie post-validator only,2,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,250.988998,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C3,Calorie post-validator only,3,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,식빵_데니쉬식빵,빵 및 과자류,258.658051,300.0,7.0,400.0,3.0,,False,False,True,K-FCDB_음식DB,식빵_데니쉬식빵 | 분류: 빵 및 과자류 | 칼로리 300.0kcal | 단백질 7.0g | 나트륨 400.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C3,Calorie post-validator only,4,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,262.493896,250.0,3.0,120.0,13.0,,False,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C3,Calorie post-validator only,5,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,크림빵_슈크림슈,빵 및 과자류,264.819916,320.0,8.0,300.0,8.0,,False,False,True,K-FCDB_음식DB,크림빵_슈크림슈 | 분류: 빵 및 과자류 | 칼로리 320.0kcal | 단백질 8.0g | 나트륨 300.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C4,Full,1,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,248.435715,204.0,7.9,329.0,4.8,,False,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C4,Full,2,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,250.988998,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C4,Full,3,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,식빵_데니쉬식빵,빵 및 과자류,258.658051,300.0,7.0,400.0,3.0,,False,False,True,K-FCDB_음식DB,식빵_데니쉬식빵 | 분류: 빵 및 과자류 | 칼로리 300.0kcal | 단백질 7.0g | 나트륨 400.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C4,Full,4,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,타르트_무화과 레어치즈 타르트,빵 및 과자류,262.493896,250.0,3.0,120.0,13.0,,False,False,True,K-FCDB_음식DB,타르트_무화과 레어치즈 타르트 | 분류: 빵 및 과자류 | 칼로리 250.0kcal | 단백질 3.0g | 나트륨 120.0mg | 당류 13.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S03_nuts_snack,C4,Full,5,견과류가 들어간 간식 대신 안전한 간식 추천,견과류가 들어간 간식 대신 안전한 간식 추천 || 건강한 간식 메뉴 추천 || 300kcal 이하 간식 식사,300.0,크림빵_슈크림슈,빵 및 과자류,264.819916,320.0,8.0,300.0,8.0,,False,False,True,K-FCDB_음식DB,크림빵_슈크림슈 | 분류: 빵 및 과자류 | 칼로리 320.0kcal | 단백질 8.0g | 나트륨 300.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C1,Baseline,1,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,265.667419,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C1,Baseline,2,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_잠봉뵈르소금버터롤,빵 및 과자류,271.798767,376.0,16.5,620.0,8.3,,False,False,True,K-FCDB_음식DB,샌드위치_잠봉뵈르소금버터롤 | 분류: 빵 및 과자류 | 칼로리 376.0kcal | 단백질 16.5g | 나트륨 620.0mg | 당류 8.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C1,Baseline,3,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,크로켓(고로케)_납작김치고로전,빵 및 과자류,281.420715,304.0,6.4,488.0,8.0,,False,False,True,K-FCDB_음식DB,크로켓(고로케)_납작김치고로전 | 분류: 빵 및 과자류 | 칼로리 304.0kcal | 단백질 6.4g | 나트륨 488.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C1,Baseline,4,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_갈릭페스트리,빵 및 과자류,282.464355,351.0,8.0,401.0,3.0,,False,False,True,K-FCDB_음식DB,페이스트리_갈릭페스트리 | 분류: 빵 및 과자류 | 칼로리 351.0kcal | 단백질 8.0g | 나트륨 401.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C1,Baseline,5,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_소시지페스트리,빵 및 과자류,282.84436,356.0,11.0,687.0,4.0,,False,False,True,K-FCDB_음식DB,페이스트리_소시지페스트리 | 분류: 빵 및 과자류 | 칼로리 356.0kcal | 단백질 11.0g | 나트륨 687.0mg | 당류 4.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C2,Retrieval allergen filter only,1,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,265.667419,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C2,Retrieval allergen filter only,2,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_잠봉뵈르소금버터롤,빵 및 과자류,271.798767,376.0,16.5,620.0,8.3,,False,False,True,K-FCDB_음식DB,샌드위치_잠봉뵈르소금버터롤 | 분류: 빵 및 과자류 | 칼로리 376.0kcal | 단백질 16.5g | 나트륨 620.0mg | 당류 8.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C2,Retrieval allergen filter only,3,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,크로켓(고로케)_납작김치고로전,빵 및 과자류,281.420715,304.0,6.4,488.0,8.0,,False,False,True,K-FCDB_음식DB,크로켓(고로케)_납작김치고로전 | 분류: 빵 및 과자류 | 칼로리 304.0kcal | 단백질 6.4g | 나트륨 488.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C2,Retrieval allergen filter only,4,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_갈릭페스트리,빵 및 과자류,282.464355,351.0,8.0,401.0,3.0,,False,False,True,K-FCDB_음식DB,페이스트리_갈릭페스트리 | 분류: 빵 및 과자류 | 칼로리 351.0kcal | 단백질 8.0g | 나트륨 401.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C2,Retrieval allergen filter only,5,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_소시지페스트리,빵 및 과자류,282.84436,356.0,11.0,687.0,4.0,,False,False,True,K-FCDB_음식DB,페이스트리_소시지페스트리 | 분류: 빵 및 과자류 | 칼로리 356.0kcal | 단백질 11.0g | 나트륨 687.0mg | 당류 4.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C3,Calorie post-validator only,1,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,265.667419,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C3,Calorie post-validator only,2,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_잠봉뵈르소금버터롤,빵 및 과자류,271.798767,376.0,16.5,620.0,8.3,,False,False,True,K-FCDB_음식DB,샌드위치_잠봉뵈르소금버터롤 | 분류: 빵 및 과자류 | 칼로리 376.0kcal | 단백질 16.5g | 나트륨 620.0mg | 당류 8.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C3,Calorie post-validator only,3,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,크로켓(고로케)_납작김치고로전,빵 및 과자류,281.420715,304.0,6.4,488.0,8.0,,False,False,True,K-FCDB_음식DB,크로켓(고로케)_납작김치고로전 | 분류: 빵 및 과자류 | 칼로리 304.0kcal | 단백질 6.4g | 나트륨 488.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C3,Calorie post-validator only,4,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_갈릭페스트리,빵 및 과자류,282.464355,351.0,8.0,401.0,3.0,,False,False,True,K-FCDB_음식DB,페이스트리_갈릭페스트리 | 분류: 빵 및 과자류 | 칼로리 351.0kcal | 단백질 8.0g | 나트륨 401.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C3,Calorie post-validator only,5,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_소시지페스트리,빵 및 과자류,282.84436,356.0,11.0,687.0,4.0,,False,False,True,K-FCDB_음식DB,페이스트리_소시지페스트리 | 분류: 빵 및 과자류 | 칼로리 356.0kcal | 단백질 11.0g | 나트륨 687.0mg | 당류 4.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C4,Full,1,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,265.667419,205.0,7.6,549.0,5.4,,False,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C4,Full,2,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,샌드위치_잠봉뵈르소금버터롤,빵 및 과자류,271.798767,376.0,16.5,620.0,8.3,,False,False,True,K-FCDB_음식DB,샌드위치_잠봉뵈르소금버터롤 | 분류: 빵 및 과자류 | 칼로리 376.0kcal | 단백질 16.5g | 나트륨 620.0mg | 당류 8.3g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C4,Full,3,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,크로켓(고로케)_납작김치고로전,빵 및 과자류,281.420715,304.0,6.4,488.0,8.0,,False,False,True,K-FCDB_음식DB,크로켓(고로케)_납작김치고로전 | 분류: 빵 및 과자류 | 칼로리 304.0kcal | 단백질 6.4g | 나트륨 488.0mg | 당류 8.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C4,Full,4,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_갈릭페스트리,빵 및 과자류,282.464355,351.0,8.0,401.0,3.0,,False,False,True,K-FCDB_음식DB,페이스트리_갈릭페스트리 | 분류: 빵 및 과자류 | 칼로리 351.0kcal | 단백질 8.0g | 나트륨 401.0mg | 당류 3.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S04_shellfish_dinner,C4,Full,5,해산물 저녁 추천,해산물 저녁 추천 || 건강한 저녁 메뉴 추천 || 650kcal 이하 저녁 식사,650.0,페이스트리_소시지페스트리,빵 및 과자류,282.84436,356.0,11.0,687.0,4.0,,False,False,True,K-FCDB_음식DB,페이스트리_소시지페스트리 | 분류: 빵 및 과자류 | 칼로리 356.0kcal | 단백질 11.0g | 나트륨 687.0mg | 당류 4.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C1,Baseline,1,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,277.555115,205.0,7.6,549.0,5.4,,True,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C1,Baseline,2,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,280.354797,204.0,7.9,329.0,4.8,,True,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C1,Baseline,3,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,288.431946,1.0,0.1,2.0,,,False,False,True,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C1,Baseline,4,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,라떼_리얼딸기우유,음료 및 차류,293.449158,65.0,0.7,7.0,0.8,,False,False,True,K-FCDB_음식DB,라떼_리얼딸기우유 | 분류: 음료 및 차류 | 칼로리 65.0kcal | 단백질 0.7g | 나트륨 7.0mg | 당류 0.8g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C1,Baseline,5,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,타르트_쉬림프 피자 타르트,빵 및 과자류,294.688843,280.0,6.0,520.0,10.0,,True,False,True,K-FCDB_음식DB,타르트_쉬림프 피자 타르트 | 분류: 빵 및 과자류 | 칼로리 280.0kcal | 단백질 6.0g | 나트륨 520.0mg | 당류 10.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C2,Retrieval allergen filter only,1,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,288.431946,1.0,0.1,2.0,,,False,False,True,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C2,Retrieval allergen filter only,2,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,라떼_리얼딸기우유,음료 및 차류,293.449158,65.0,0.7,7.0,0.8,,False,False,True,K-FCDB_음식DB,라떼_리얼딸기우유 | 분류: 음료 및 차류 | 칼로리 65.0kcal | 단백질 0.7g | 나트륨 7.0mg | 당류 0.8g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C2,Retrieval allergen filter only,3,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,오므라이스_수플레 오믈렛 라이스,밥류,300.486816,167.0,4.9,490.0,2.5,,False,False,True,K-FCDB_음식DB,오므라이스_수플레 오믈렛 라이스 | 분류: 밥류 | 칼로리 167.0kcal | 단백질 4.9g | 나트륨 490.0mg | 당류 2.5g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C2,Retrieval allergen filter only,4,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,과ㆍ채주스_포멜로 크림 주스,음료 및 차류,300.992615,45.0,0.3,10.0,5.1,,False,False,True,K-FCDB_음식DB,과ㆍ채주스_포멜로 크림 주스 | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.3g | 나트륨 10.0mg | 당류 5.1g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C2,Retrieval allergen filter only,5,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,주먹밥_전주비빔라이스버거,밥류,301.011078,201.0,6.0,512.0,2.8,,False,False,True,K-FCDB_음식DB,주먹밥_전주비빔라이스버거 | 분류: 밥류 | 칼로리 201.0kcal | 단백질 6.0g | 나트륨 512.0mg | 당류 2.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C3,Calorie post-validator only,1,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,샌드위치_에그쉬림프 샌드위치,빵 및 과자류,277.555115,205.0,7.6,549.0,5.4,,True,False,True,K-FCDB_음식DB,샌드위치_에그쉬림프 샌드위치 | 분류: 빵 및 과자류 | 칼로리 205.0kcal | 단백질 7.6g | 나트륨 549.0mg | 당류 5.4g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C3,Calorie post-validator only,2,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,280.354797,204.0,7.9,329.0,4.8,,True,False,True,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C3,Calorie post-validator only,3,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,288.431946,1.0,0.1,2.0,,,False,False,True,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C3,Calorie post-validator only,4,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,라떼_리얼딸기우유,음료 및 차류,293.449158,65.0,0.7,7.0,0.8,,False,False,True,K-FCDB_음식DB,라떼_리얼딸기우유 | 분류: 음료 및 차류 | 칼로리 65.0kcal | 단백질 0.7g | 나트륨 7.0mg | 당류 0.8g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C3,Calorie post-validator only,5,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,타르트_쉬림프 피자 타르트,빵 및 과자류,294.688843,280.0,6.0,520.0,10.0,,True,False,True,K-FCDB_음식DB,타르트_쉬림프 피자 타르트 | 분류: 빵 및 과자류 | 칼로리 280.0kcal | 단백질 6.0g | 나트륨 520.0mg | 당류 10.0g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C4,Full,1,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,288.431946,1.0,0.1,2.0,,,False,False,True,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C4,Full,2,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,라떼_리얼딸기우유,음료 및 차류,293.449158,65.0,0.7,7.0,0.8,,False,False,True,K-FCDB_음식DB,라떼_리얼딸기우유 | 분류: 음료 및 차류 | 칼로리 65.0kcal | 단백질 0.7g | 나트륨 7.0mg | 당류 0.8g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C4,Full,3,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,오므라이스_수플레 오믈렛 라이스,밥류,300.486816,167.0,4.9,490.0,2.5,,False,False,True,K-FCDB_음식DB,오므라이스_수플레 오믈렛 라이스 | 분류: 밥류 | 칼로리 167.0kcal | 단백질 4.9g | 나트륨 490.0mg | 당류 2.5g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C4,Full,4,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,과ㆍ채주스_포멜로 크림 주스,음료 및 차류,300.992615,45.0,0.3,10.0,5.1,,False,False,True,K-FCDB_음식DB,과ㆍ채주스_포멜로 크림 주스 | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.3g | 나트륨 10.0mg | 당류 5.1g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S05_wheat_lunch,C4,Full,5,면 요리 점심 추천,면 요리 점심 추천 || 건강한 점심 메뉴 추천 || 600kcal 이하 점심 식사,600.0,주먹밥_전주비빔라이스버거,밥류,301.011078,201.0,6.0,512.0,2.8,,False,False,True,K-FCDB_음식DB,주먹밥_전주비빔라이스버거 | 분류: 밥류 | 칼로리 201.0kcal | 단백질 6.0g | 나트륨 512.0mg | 당류 2.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
S06_egg_breakfast,C1,Baseline,1,아침 단백질 메뉴 추천,아침 단백질 메뉴 추천 || 근육 증가 아침 메뉴 || 450kcal 이하 아침 식사,450.0,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량),음료 및 차류,281.649628,1.0,0.1,2.0,,,False,False,False,K-FCDB_음식DB,기타차_제로칼로리 복숭아 아이스티 노슈거 (초대용량) | 분류: 음료 및 차류 | 칼로리 1.0kcal | 단백질 0.1g | 나트륨 2.0mg | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S06_egg_breakfast,C1,Baseline,2,아침 단백질 메뉴 추천,아침 단백질 메뉴 추천 || 근육 증가 아침 메뉴 || 450kcal 이하 아침 식사,450.0,과ㆍ채주스_포멜로 크림 주스,음료 및 차류,285.412964,45.0,0.3,10.0,5.1,,False,False,False,K-FCDB_음식DB,과ㆍ채주스_포멜로 크림 주스 | 분류: 음료 및 차류 | 칼로리 45.0kcal | 단백질 0.3g | 나트륨 10.0mg | 당류 5.1g | (기준: 100ml) | (출처: Korean Food Composition Database system (K-FCDB))
S06_egg_breakfast,C1,Baseline,3,아침 단백질 메뉴 추천,아침 단백질 메뉴 추천 || 근육 증가 아침 메뉴 || 450kcal 이하 아침 식사,450.0,샌드위치_쉬림프에그마요샌드위치,빵 및 과자류,286.373474,204.0,7.9,329.0,4.8,,True,False,False,K-FCDB_음식DB,샌드위치_쉬림프에그마요샌드위치 | 분류: 빵 및 과자류 | 칼로리 204.0kcal | 단백질 7.9g | 나트륨 329.0mg | 당류 4.8g | (기준: 100g) | (출처: Korean Food Composition Database system (K-FCDB))
